year,country_code,population,gdp_per_capita_2011ppp,gdp_per_capita_current_ppp,gdp_per_capita_current_usd
2013,LBY,6320359.00000000000,21145.7528009344000,21929.5035056634000,10363.78948945510000
2014,LBY,6362037.00000000000,15965.4917465213000,16870.4851323309000,6466.91027014384000
2015,LBY,6418315.00000000000,14423.0386965157000,15403.5732227291000,4337.91913919348000
2016,LBY,6492164.00000000000,13860.3700053907000,14964.5228796856000,4035.19431550470000
2017,LBY,6580724.00000000000,17321.4612104240000,19056.8042970874000,5756.42314018283000
2018,LBY,6678567.00000000000,18424.5335933349000,20764.1641363784000,7241.70448113024000
2006,LCA,165381.00000000000,11595.8981477840000,10644.3046253462000,6860.32387167947000
2007,LCA,167639.00000000000,11676.2606442673000,11005.9896505643000,7632.04398870324000
2008,LCA,170011.00000000000,12086.3799239096000,11614.1666218039000,7568.45341379871000
2009,LCA,172221.00000000000,11757.7980866788000,11384.5559564734000,7425.02667223230000
2010,LCA,174085.00000000000,11667.2423211692000,11428.5117084714000,8037.47296712228000
2011,LCA,175544.00000000000,12049.2093550579000,12049.2093550579000,8227.39408163575000
2012,LCA,176646.00000000000,11939.5949793305000,12168.5783830481000,8151.99241336827000
2013,LCA,177513.00000000000,11646.6882778648000,12078.3636233333000,8358.90516938665000
2014,LCA,178296.00000000000,11750.7877807509000,12416.8734477927000,8744.29122441417000
2015,LCA,179126.00000000000,11723.7377238216000,12520.7632228418000,9262.25611518645000
2016,LCA,180024.00000000000,12032.2848567555000,12990.8077463866000,9452.05536381157000
2017,LCA,180955.00000000000,12275.6264545862000,13505.4547723963000,10039.67141411260000
2018,LCA,181889.00000000000,12317.2695762076000,13881.3721333448000,10566.04974584620000
2006,LIE,34970.00000000000,,,114390.59973152000000
2007,LIE,35217.00000000000,,,130655.63695973700000
2008,LIE,35471.00000000000,,,143255.98161919300000
2009,LIE,35727.00000000000,,,126082.49263096900000
2010,LIE,35994.00000000000,,,141200.38001027800000
2011,LIE,36293.00000000000,,,158156.59982579200000
2012,LIE,36615.00000000000,,,149010.22489866500000
2013,LIE,36934.00000000000,,,173058.31737260200000
2014,LIE,37223.00000000000,,,178845.63101789700000
2015,LIE,37470.00000000000,,,167290.93998390700000
2016,LIE,37658.00000000000,,,165028.24502918700000
2017,LIE,37800.00000000000,,,
2018,LIE,37910.00000000000,,,
2006,LKA,19695972.00000000000,6912.1724364748100,6344.9392275680900,1435.81717747120000
2007,LKA,19842044.00000000000,7327.6365433173000,6906.9965476013200,1630.38890604323000
2008,LKA,19983984.00000000000,7708.4946838656200,7407.3247924797500,2037.32210302668000
2009,LKA,20123508.00000000000,7925.9541756624600,7674.3509419084600,2090.40182613960000
2010,LKA,20261737.00000000000,8502.8894650084200,8328.9066200648600,2799.64887619972000
2011,LKA,20398670.00000000000,9155.6587920713400,9155.6587920713400,3200.83382914016000
2012,LKA,20425000.00000000000,9980.0227067710500,10171.4244731234000,3350.52187589289000
2013,LKA,20585000.00000000000,10238.7122615563000,10618.2020828010000,3610.28936304898000
2014,LKA,20778000.00000000000,10646.8022685970000,11250.3092438959000,3819.25352972265000
2015,LKA,20970000.00000000000,11077.5973945364000,11830.6957492860000,3843.78067184442000
2016,LKA,21203000.00000000000,11447.4152021947000,12359.3458644956000,3886.29150165239000
2017,LKA,21444000.00000000000,11705.8437834093000,12878.5886711718000,4104.63098320435000
2018,LKA,21670000.00000000000,11955.4997097489000,13473.6630942698000,4102.48135014467000
2006,LSO,1989939.00000000000,2001.6145879846200,1837.3562052299200,904.60340221659300
2007,LSO,1986922.00000000000,2101.5380935098600,1980.9001539197500,863.77963151143300
2008,LSO,1987129.00000000000,2242.9382873290600,2155.3069782235400,884.96267475135900
2009,LSO,1990131.00000000000,2287.8018607578600,2215.1773749738600,890.99638326859000
2010,LSO,1995581.00000000000,2428.2494821421400,2378.5635777358300,1199.95176611775000
2011,LSO,2003787.00000000000,2578.6396338747300,2578.6396338747300,1393.38636155716000
2012,LSO,2014990.00000000000,2715.5946061462500,2767.6756103268100,1328.81307401803000
2013,LSO,2028519.00000000000,2755.6334461907300,2857.7688336493300,1249.18349561088000
2014,LSO,2043437.00000000000,2812.5835025571700,2972.0129462137400,1276.41300015650000
2015,LSO,2059021.00000000000,2867.1488535425000,3062.0688355134900,1112.08144054711000
2016,LSO,2075001.00000000000,2936.6384070615800,3170.5786075512600,1115.33607520903000
2017,LSO,2091412.00000000000,2847.2454788371200,3132.4955335357600,1226.61262977620000
2018,LSO,2108132.00000000000,2856.7004262846900,3219.4571569125300,1299.15312598733000
2006,LTU,3269909.00000000000,20226.9009187406000,16484.5920202619000,9240.64254797441000
2007,LTU,3231294.00000000000,22737.9652896409000,19095.4367674790000,12297.91534803960000
2008,LTU,3198231.00000000000,23576.7772460611000,20744.1275295851000,14961.56817591870000
2009,LTU,3162916.00000000000,20308.3203167152000,18145.8529229608000,11837.39102710860000
2010,LTU,3097282.00000000000,21046.0659394378000,20039.0100196939000,11953.93844168910000
2011,LTU,3028115.00000000000,22823.9183852478000,22823.9183852478000,14338.64351401550000
2012,LTU,2987773.00000000000,24018.8184965745000,24645.5690883586000,14333.94934281120000
2013,LTU,2957689.00000000000,25126.5098335096000,26680.0341634064000,15705.16398588670000
2014,LTU,2932367.00000000000,26232.5280995561000,28156.1358105285000,16534.48198379260000
2015,LTU,2904910.00000000000,27018.8633539209000,28823.8128915519000,14249.11496660260000
2016,LTU,2868231.00000000000,28063.7982076835000,30334.1908669113000,14999.47963913290000
2017,LTU,2828403.00000000000,29667.7939185263000,33314.7403681721000,16840.93856795300000
2018,LTU,2801543.00000000000,31177.5780464732000,35461.3590993235000,19153.40898606510000
2006,LUX,472637.00000000000,91724.1824056308000,77951.3647387768000,89739.71169613010000
2007,LUX,479993.00000000000,97864.1950773736000,83981.7358747083000,106018.49279067400000
2008,LUX,488650.00000000000,94900.3466927906000,86693.8951220862000,114293.84332087000000
2009,LUX,497783.00000000000,89098.7342636613000,82278.1973939736000,103198.66931262500000
2010,LUX,506953.00000000000,91743.2938519074000,85613.5866105910000,104965.30607826700000
2011,LUX,518347.00000000000,92005.0168361444000,92005.0168361444000,115761.50770509600000
2012,LUX,530946.00000000000,89505.1590798322000,91622.1774169388000,106749.01362298900000
2013,LUX,543360.00000000000,90656.3804313164000,95590.5386984251000,113625.13289956000000
2014,LUX,556319.00000000000,92349.1864291542000,101297.5757452970000,118823.64836857500000
2015,LUX,569604.00000000000,94079.5059434234000,103750.7751040540000,101376.49657433900000
2016,LUX,582014.00000000000,96285.4889753738000,108165.7614061730000,104278.39097190500000
2017,LUX,596336.00000000000,95665.6580310466000,110589.1924169890000,107361.30694727100000
2018,LUX,607950.00000000000,96792.5995948665000,113337.4204947030000,116639.88804711000000
2006,LVA,2218357.00000000000,19845.6017188531000,15745.1031259517000,9663.37345136659000
2007,LVA,2200325.00000000000,22011.2345919721000,18127.1567319641000,14042.46242002120000
2008,LVA,2177322.00000000000,21499.4206682554000,19466.1450948568000,16376.99836339330000
2009,LVA,2141669.00000000000,18745.2494917316000,16924.0311510137000,12257.21656830510000
2010,LVA,2097555.00000000000,18283.2901517369000,17587.3459638947000,11344.69336958370000
2011,LVA,2059709.00000000000,19789.4764031104000,19789.4764031104000,13713.85530535450000
2012,LVA,2034319.00000000000,20864.8194971764000,21291.1197025538000,13847.78510734530000
2013,LVA,2012647.00000000000,21580.4542032797000,22692.8534428152000,15043.11756395910000
2014,LVA,1993782.00000000000,22201.8641288671000,23844.2261210006000,15740.32674907190000
2015,LVA,1977527.00000000000,23114.2079273350000,24830.9342854527000,13698.93794764760000
2016,LVA,1959537.00000000000,23740.1796199344000,25875.9873496488000,14153.41492269160000
2017,LVA,1942248.00000000000,24858.6223982781000,28115.3476935424000,15548.08231305710000
2018,LVA,1927174.00000000000,26219.3064698628000,30304.8524968820000,17860.61719802140000
2006,MAC,493799.00000000000,71090.9411546585000,65257.0093414759000,29950.77310643280000
2007,MAC,504511.00000000000,79634.3837356522000,75063.0043235610000,36352.91845568690000
2008,MAC,515239.00000000000,80622.6962530628000,77472.7779266493000,40597.55748233230000
2009,MAC,526400.00000000000,79955.9861074491000,77417.8456871582000,40796.96183395170000
2010,MAC,538219.00000000000,97956.3064393526000,95951.9622755699000,52253.15531173250000
2011,MAC,550832.00000000000,116456.9566860530000,116456.9566860530000,66644.38534497730000
2012,MAC,564039.00000000000,124235.7192405140000,126618.3727479620000,76291.84749002310000
2013,MAC,577372.00000000000,134959.9890441760000,139962.1749450210000,89287.45401841150000
2014,MAC,590208.00000000000,130439.1066738970000,137832.9615369340000,93777.10679594250000
2015,MAC,602085.00000000000,100253.9409998350000,107069.5956346010000,75340.98698111520000
2016,MAC,612836.00000000000,97787.6494422390000,105577.6661705230000,74061.08603456580000
2017,MAC,622585.00000000000,105773.8344833270000,116370.7402634270000,81516.67492480750000
2018,MAC,631636.00000000000,109932.4474335580000,123892.1664345390000,87208.53591264300000
2006,MAF,35237.00000000000,,,
2007,MAF,36137.00000000000,,,
2008,MAF,36885.00000000000,,,
2009,MAF,37377.00000000000,,,
2010,MAF,37582.00000000000,,,
2011,MAF,37446.00000000000,,,
2012,MAF,37009.00000000000,,,
2013,MAF,36453.00000000000,,,
2014,MAF,36015.00000000000,,,
2015,MAF,35858.00000000000,,,
2016,MAF,36065.00000000000,,,
2017,MAF,36560.00000000000,,,
2018,MAF,37264.00000000000,,,
2006,MAR,30804683.00000000000,5712.7171148285900,5243.9147389618200,2196.01218967016000
2007,MAR,31163673.00000000000,5845.4877230466300,5509.9298775879400,2499.25993757187000
2008,MAR,31536811.00000000000,6118.3022278146200,5879.2609502389000,2890.36008322739000
2009,MAR,31929087.00000000000,6299.6709052030800,6099.6927655108700,2866.92419864666000
2010,MAR,32343389.00000000000,6456.2584247502500,6324.1529548330700,2839.92516805933000
2011,MAR,32781850.00000000000,6703.8768312386100,6703.8768312386100,3046.94913644957000
2012,MAR,33241898.00000000000,6809.8324335535200,6940.4347372398600,2912.65827494029000
2013,MAR,33715693.00000000000,7018.2367150817900,7278.3621418369300,3121.68117550498000
2014,MAR,34192347.00000000000,7104.5254827053300,7507.2408311107800,3171.69919227376000
2015,MAR,34663603.00000000000,7324.9868229104000,7822.9680482993400,2875.25798516781000
2016,MAR,35126296.00000000000,7303.9834628161500,7885.8376507732700,2896.72000268117000
2017,MAR,35581294.00000000000,7514.5081021743900,8267.3458406521100,3036.32525487301000
2018,MAR,36029138.00000000000,7641.3736702505500,8611.7098331261100,3222.20063433213000
2006,MCO,34190.00000000000,,,134044.70116133500000
2007,MCO,34525.00000000000,,,169961.38394578300000
2008,MCO,34872.00000000000,,,185721.79415410400000
2009,MCO,35226.00000000000,,,154762.19942685200000
2010,MCO,35612.00000000000,,,150585.44891111200000
2011,MCO,36024.00000000000,,,168785.94080948500000
2012,MCO,36460.00000000000,,,157515.89906944500000
2013,MCO,36901.00000000000,,,177593.35189505300000
2014,MCO,37322.00000000000,,,189170.89567109700000
2015,MCO,37718.00000000000,,,165937.86534314500000
2016,MCO,38070.00000000000,,,169915.80484017600000
2017,MCO,38392.00000000000,,,167101.75937694200000
2018,MCO,38682.00000000000,,,185741.27999158700000
2006,MDA,2880095.00000000000,4207.9989505577900,3862.6781748194200,950.64040874604300
2007,MDA,2873429.00000000000,4344.2950527069200,4094.9125619738100,1230.44456420222000
2008,MDA,2867964.00000000000,4692.0727126409200,4508.7540379587800,1695.98507510881000
2009,MDA,2864346.00000000000,4416.1196531712500,4275.9333789692000,1525.52611882763000
2010,MDA,2861487.00000000000,4734.3897732644600,4637.5165156249700,1958.13371987623000
2011,MDA,2859833.00000000000,5012.7420075811800,5012.7420075811800,2363.59372511782000
2012,MDA,2859458.00000000000,4983.8339376631200,5079.4163473332800,2446.72531577140000
2013,MDA,2858692.00000000000,5436.0205781686600,5637.5024076012500,2668.68300938775000
2014,MDA,2856950.00000000000,5711.2823670614900,6035.0226469565900,2674.11633164002000
2015,MDA,2834530.00000000000,5695.6306669147300,6082.8418943809300,2179.23362495857000
2016,MDA,2802170.00000000000,5950.3508374524200,6424.3711542031200,2272.40570707297000
2017,MDA,2755158.00000000000,6234.3102834671700,6858.8919581366900,2724.49309280928000
2018,MDA,2706049.00000000000,6452.2997377378200,7271.6419187928100,3227.31219160430000
2006,MDG,18880269.00000000000,1652.9145327978900,1517.2715026067000,292.15072881371800
2007,MDG,19433530.00000000000,1706.0718111654300,1608.1354526823800,438.65529007034500
2008,MDG,19996473.00000000000,1769.3405677656100,1700.2126603761300,536.35148212530300
2009,MDG,20569117.00000000000,1651.6450885969000,1599.2149033983800,467.53973792187200
2010,MDG,21151640.00000000000,1616.1042194467600,1583.0361181875700,471.95921158445100
2011,MDG,21743967.00000000000,1596.8940897785300,1596.8940897785300,531.26550539867600
2012,MDG,22346641.00000000000,1600.6149515463900,1631.3123294960500,518.15281267355400
2013,MDG,22961253.00000000000,1593.6053111154900,1652.6710392266900,541.06608508644000
2014,MDG,23589887.00000000000,1602.9338494234700,1693.7950990893000,530.86126390416500
2015,MDG,24234088.00000000000,1609.1979667406600,1718.5975321930400,467.23527737358200
2016,MDG,24894380.00000000000,1629.0692951962600,1758.8451629412800,475.95536563647400
2017,MDG,25570540.00000000000,1648.3738708367300,1813.5154929114100,515.29273897035200
2018,MDG,26262368.00000000000,1678.2135292214100,1891.3206676368800,527.50128504128200
2006,MDV,327487.00000000000,11386.7003570265000,10452.2742208537000,4809.96311494807000
2007,MDV,335169.00000000000,11983.9429303131000,11296.0095601101000,5574.45187632955000
2008,MDV,343452.00000000000,12804.2300491605000,12303.9704354052000,6614.15914742089000
2009,MDV,353398.00000000000,11544.3214430447000,11177.8559623983000,6636.41241602952000
2010,MDV,365734.00000000000,11965.3586867155000,11720.5281319198000,7076.66242320238000
2011,MDV,380495.00000000000,12486.4469115962000,12486.4469115962000,7291.42764039704000
2012,MDV,397237.00000000000,12261.2755092925000,12496.4282598589000,7265.61365556669000
2013,MDV,415593.00000000000,12573.0381417765000,13039.0479167402000,7928.45736514824000
2014,MDV,435015.00000000000,12892.1052224270000,13622.8857170523000,8499.36576172668000
2015,MDV,454915.00000000000,12683.7587467506000,13546.0502260319000,9033.39041298720000
2016,MDV,475513.00000000000,12903.4413196624000,13931.3627832209000,9209.28862477108000
2017,MDV,496402.00000000000,13201.4180212644000,14523.9963660733000,9540.63434888323000
2018,MDV,515696.00000000000,13582.9034687253000,15307.7219374077000,10330.61561409400000
2006,MEX,107560153.00000000000,16641.3057651751000,13808.1776247330000,9068.29438701235000
2007,MEX,109170502.00000000000,16771.5353144420000,14290.0672372946000,9642.68060504911000
2008,MEX,110815271.00000000000,16711.5547714836000,14924.8217487322000,10016.57130438840000
2009,MEX,112463887.00000000000,15596.1976893413000,14558.2448127429000,8002.97210649807000
2010,MEX,114092963.00000000000,16160.3417046123000,15260.6205539571000,9271.39823324639000
2011,MEX,115695473.00000000000,16520.2585085371000,16520.2585085371000,10203.42085431130000
2012,MEX,117274155.00000000000,16891.4926915682000,17162.9275170326000,10241.72791537450000
2013,MEX,118827161.00000000000,16896.4671376372000,17373.8970180913000,10725.18331660360000
2014,MEX,120355128.00000000000,17149.7771030417000,18045.9844632037000,10922.37604886470000
2015,MEX,121858258.00000000000,17495.1611140392000,18284.8828438085000,9605.95235103139000
2016,MEX,123333376.00000000000,17789.0262708880000,18783.1615810586000,8739.75604280929000
2017,MEX,124777324.00000000000,17955.5941023653000,19423.9276939594000,9278.41816833763000
2018,MEX,126190788.00000000000,18133.7014683237000,19844.6456685975000,9673.44367360619000
2006,MHL,55767.00000000000,3209.6919862005800,2946.2952174325800,2608.60544766618000
2007,MHL,56051.00000000000,3281.8589142069300,3093.4651379256300,2745.43897521900000
2008,MHL,56174.00000000000,3053.5311167551800,2934.2300505299700,2726.09748282123000
2009,MHL,56250.00000000000,3093.4329674462400,2995.2343505023500,2698.17955555556000
2010,MHL,56366.00000000000,3320.3066917364000,3252.3678567450000,2876.99499698400000
2011,MHL,56531.00000000000,3285.5825352538600,3285.5825352538600,3083.83187985353000
2012,MHL,56717.00000000000,3197.1836195582400,3258.5007738490200,3224.33838179029000
2013,MHL,56938.00000000000,3303.1720703362300,3425.6015464744600,3296.69816291405000
2014,MHL,57179.00000000000,3258.3319411809200,3443.0283415397300,3230.02326028787000
2015,MHL,57439.00000000000,3295.1977283885600,3519.2181454013600,3213.83728825363000
2016,MHL,57735.00000000000,3321.1401445474900,3585.7107465669500,3473.77500649519000
2017,MHL,58058.00000000000,3436.6406186001400,3780.9389700143700,3666.69537359193000
2018,MHL,58413.00000000000,3539.5673936827900,3989.0376579622100,3788.16359372058000
2006,MKD,2063131.00000000000,9854.4735501048400,8584.8535859061100,3325.63580885710000
2007,MKD,2065426.00000000000,10480.7429585583000,9242.9732031607500,4036.20276983476000
2008,MKD,2067313.00000000000,11044.1592717006000,10418.0551445257000,4793.44366858209000
2009,MKD,2069039.00000000000,10995.3732366072000,10914.4206637670000,4544.00883488258000
2010,MKD,2070741.00000000000,11355.3394804946000,11273.8569963240000,4542.89971678317000
2011,MKD,2072487.00000000000,11611.2511511122000,11611.2511511122000,5063.78698606358000
2012,MKD,2074278.00000000000,11548.3329934947000,11839.6168746359000,4698.14129350594000
2013,MKD,2076067.00000000000,11875.8476089530000,12653.5965462550000,5210.67583028154000
2014,MKD,2077775.00000000000,12296.7816006381000,13368.1467353717000,5468.48086914212000
2015,MKD,2079328.00000000000,12761.3593030373000,13831.2279870305000,4840.27312286783000
2016,MKD,2080745.00000000000,13115.9210435266000,14813.3574508060000,5129.15896023703000
2017,MKD,2081996.00000000000,13139.5677273982000,15298.9519318068000,5417.64201944282000
2018,MKD,2082958.00000000000,13483.4534646178000,16358.6620491976000,6083.71894832148000
2006,MLI,13203378.00000000000,1786.3091101712900,1639.7193284530400,522.57837243197200
2007,MLI,13651464.00000000000,1788.0349620656500,1685.3935422385200,596.69018882396300
2008,MLI,14113577.00000000000,1812.0455206072700,1741.2491362276000,690.88243975853000
2009,MLI,14581429.00000000000,1835.9715648477300,1777.6900794192000,698.21838246666800
2010,MLI,15049353.00000000000,1875.1855400200100,1836.8162166985400,709.58196458477100
2011,MLI,15514591.00000000000,1877.8928280532300,1877.8928280532300,836.50980941735600
2012,MLI,15979499.00000000000,1808.0116677992900,1842.6866016115800,778.66946249205300
2013,MLI,16449864.00000000000,1796.7718215682100,1863.3677566786000,805.25966849418700
2014,MLI,16934220.00000000000,1868.3135327980000,1974.2176550540000,847.15038629670900
2015,MLI,17438778.00000000000,1922.4339996067200,2053.1285744910300,751.17059351708900
2016,MLI,17965429.00000000000,1974.3109904019000,2131.5897033047100,779.87493300841400
2017,MLI,18512394.00000000000,2019.4410582655900,2221.7578857441300,828.51197640152300
2018,MLI,19077690.00000000000,2055.6229123039800,2316.6551998375000,899.65990809661500
2006,MLT,405308.00000000000,26701.3859574660000,23223.9771252558000,16671.56719926380000
2007,MLT,406724.00000000000,27669.1569553317000,24893.2011506819000,19375.56960136300000
2008,MLT,409379.00000000000,28409.6571584504000,26193.1828466192000,21928.70067405620000
2009,MLT,412477.00000000000,27502.0094029162000,26139.5081810283000,20675.58258620640000
2010,MLT,414508.00000000000,28336.7906409376000,27809.1064969180000,21107.36443496390000
2011,MLT,416268.00000000000,28585.8204520107000,28585.8204520107000,22845.90488538370000
2012,MLT,420028.00000000000,29120.6728083047000,29437.1690292595000,21926.80836874320000
2013,MLT,425967.00000000000,30038.6591992486000,31080.2683827856000,23838.61439793710000
2014,MLT,434558.00000000000,32008.3674723923000,33391.1106767158000,26012.01530540130000
2015,MLT,445053.00000000000,34634.6301492516000,36195.5631907797000,24077.01082485490000
2016,MLT,455356.00000000000,35772.2578341287000,38347.8685746424000,25151.51961689320000
2017,MLT,467999.00000000000,37146.3298952634000,41510.2890088613000,27283.54472932740000
2018,MLT,484630.00000000000,38388.0564121681000,42581.0978615749000,30098.28330999750000
2006,MMR,49301050.00000000000,2529.6479318799200,2322.0575792098000,294.16318130811200
2007,MMR,49621475.00000000000,2814.6953227872100,2653.1188824820900,406.72868915225200
2008,MMR,49929642.00000000000,3084.1969644521500,2963.6977875193400,638.14905986984300
2009,MMR,50250367.00000000000,3387.8182423207800,3280.2745944208300,734.44600674882000
2010,MMR,50600818.00000000000,3688.4916363072300,3613.0191429770400,979.05163000494200
2011,MMR,50990615.00000000000,3864.9597675557300,3864.9597675557300,1176.24245336109000
2012,MMR,51413698.00000000000,4114.2276643939200,4193.1323387897500,1165.79432896131000
2013,MMR,51852451.00000000000,4423.1463875310200,4587.0868313157400,1162.33144011893000
2014,MMR,52280807.00000000000,4737.4598610257800,5005.9996534628500,1251.82076450814000
2015,MMR,52680726.00000000000,5030.2641491511800,5372.2411609308200,1133.00281580351000
2016,MMR,53045226.00000000000,5288.5701987706800,5709.8713605443300,1192.49533785043000
2017,MMR,53382581.00000000000,5610.3247001129600,6172.3926494623700,1249.82874570041000
2018,MMR,53708395.00000000000,5922.0233575395700,6674.0286473195700,1325.95292370640000
2006,MNE,615025.00000000000,12752.8884075586000,10447.9007439756000,4425.67887307803000
2007,MNE,615875.00000000000,13602.5732940370000,12447.2825021416000,5976.39192211767000
2008,MNE,616969.00000000000,14559.1965925723000,13816.6179615217000,7367.75190910882000
2009,MNE,618294.00000000000,13686.0854515838000,13024.7720233698000,6727.10551982115000
2010,MNE,619428.00000000000,14034.5692635667000,13634.9969649085000,6682.28115774574000
2011,MNE,620079.00000000000,14472.4582555656000,14472.4582555656000,7318.74469026724000
2012,MNE,620601.00000000000,14066.4204644327000,13863.8810545568000,6586.72127932220000
2013,MNE,621207.00000000000,14551.4306082338000,14870.2269394773000,7186.43192406181000
2014,MNE,621810.00000000000,14796.6189196818000,15371.1068996450000,7378.34528902948000
2015,MNE,622159.00000000000,15289.7050048464000,16337.2537908133000,6514.27269528653000
2016,MNE,622303.00000000000,15737.0078260679000,17866.4722534354000,7028.93657685094000
2017,MNE,622373.00000000000,16477.3848210942000,19355.0198351076000,7784.06528996557000
2018,MNE,622227.00000000000,17314.8623671530000,20689.9867512224000,8844.23698538056000
2006,MNG,2558856.00000000000,6481.3965017766800,5949.5140336109400,1334.21168135831000
2007,MNG,2593820.00000000000,7049.2901490454100,6644.6285148928300,1632.72695225898000
2008,MNG,2631898.00000000000,7565.6372480265900,7270.0487782022600,2136.56321364601000
2009,MNG,2673796.00000000000,7352.6111581388700,7119.2082513187000,1714.36054504148000
2010,MNG,2719896.00000000000,7688.0637252648000,7530.7535303559800,2643.29291416763000
2011,MNG,2770362.00000000000,8853.1254190205300,8853.1254190205300,3757.55863288130000
2012,MNG,2824699.00000000000,9752.5314682026000,9939.5702960957200,4351.88692005650000
2013,MNG,2881792.00000000000,10672.8748444524000,11068.4565605337000,4366.07590145025000
2014,MNG,2940108.00000000000,11286.0699560905000,11925.8133992746000,4158.52571473091000
2015,MNG,2998439.00000000000,11329.8779732218000,12100.1273474548000,3918.57917389553000
2016,MNG,3056359.00000000000,11245.0382946779000,12140.8470898109000,3660.15074616061000
2017,MNG,3113779.00000000000,11626.7576599813000,12791.5793387332000,3669.41754040330000
2018,MNG,3170208.00000000000,12244.9817276962000,13799.9048471337000,4121.73243469391000
2006,MNP,55882.00000000000,,,17715.90136358760000
2007,MNP,55219.00000000000,,,16986.90668067150000
2008,MNP,54625.00000000000,,,17189.93135011440000
2009,MNP,54193.00000000000,,,14669.79130145960000
2010,MNP,53971.00000000000,,,14804.24672509310000
2011,MNP,54012.00000000000,,,13571.05828334440000
2012,MNP,54311.00000000000,,,13827.76969674650000
2013,MNP,54784.00000000000,,,14274.24065420560000
2014,MNP,55305.00000000000,,,15278.90787451410000
2015,MNP,55780.00000000000,,,16690.57009680890000
2016,MNP,56188.00000000000,,,22246.74307681360000
2017,MNP,56562.00000000000,,,28305.22258760300000
2018,MNP,56882.00000000000,,,23258.67585527940000
2006,MOZ,21080110.00000000000,880.2618154700000,808.0249407600630,434.03402882320500
2007,MOZ,21673316.00000000000,922.3641434137270,869.4162048743930,480.93352006182700
2008,MOZ,22276596.00000000000,962.7968904823730,925.1805403614900,564.47948769085700
2009,MOZ,22894710.00000000000,995.9510220017000,964.3353335631200,519.76040471380400
2010,MOZ,23531574.00000000000,1031.8663062000900,1010.7526558000900,471.18169264589300
2011,MOZ,24187487.00000000000,1078.2086026083500,1078.2086026083500,594.58646666970400
2012,MOZ,24862648.00000000000,1125.0650491971300,1146.6420980681300,657.64533781966800
2013,MOZ,25560725.00000000000,1170.5443874805100,1213.9296950286000,664.07821182776700
2014,MOZ,26286163.00000000000,1222.4528735554400,1291.7468096644000,673.96995550810600
2015,MOZ,27042002.00000000000,1268.1763244199700,1354.3919061420500,589.85902814983100
2016,MOZ,27829942.00000000000,1279.3955438737000,1381.3154974232100,428.92648799552400
2017,MOZ,28649007.00000000000,1289.3158481250500,1418.4853977599800,461.41509412058900
2018,MOZ,29495962.00000000000,1295.2249014744900,1459.6984130697200,498.95722020865200
2006,MRT,3111906.00000000000,3570.5206163019100,3277.5131884251000,977.12356320425300
2007,MRT,3202517.00000000000,3567.2622083370000,3362.4849720259100,1048.16092158542000
2008,MRT,3296238.00000000000,3503.2651388693800,3366.3930225043700,1222.92545175923000
2009,MRT,3393409.00000000000,3367.4868846791100,3260.5886398708100,1079.23310823946000
2010,MRT,3494195.00000000000,3426.4725050549900,3356.3613461361700,1241.42875621618000
2011,MRT,3598648.00000000000,3483.5221010030800,3483.5221010030800,1435.63541541420000
2012,MRT,3706554.00000000000,3578.1049181762400,3646.7275678089300,1411.35283025415000
2013,MRT,3817494.00000000000,3685.7047955393900,3822.3125464253900,1477.36153924563000
2014,MRT,3930896.00000000000,3779.1011551619000,3993.3170154702600,1371.58434966602000
2015,MRT,4046301.00000000000,3687.2719529569800,3937.9471077207600,1193.40059592486000
2016,MRT,4163534.00000000000,3649.5148013371200,3940.2445766686100,1123.88816589683000
2017,MRT,4282574.00000000000,3657.1129607441300,4023.4992382341300,1145.54794727391000
2018,MRT,4403319.00000000000,3683.2495696571700,4150.9652459953500,1188.83458753973000
2006,MUS,1233996.00000000000,13441.2059560096000,12338.1810450901000,5695.96932704928000
2007,MUS,1239630.00000000000,14146.3984162769000,13334.3301683443000,6574.65433811493000
2008,MUS,1244121.00000000000,14854.6433818509000,14274.2743840944000,8030.06300537304000
2009,MUS,1247429.00000000000,15306.3880091552000,14820.4986594512000,7318.12640972422000
2010,MUS,1250400.00000000000,15938.4192089782000,15612.2934220570000,8000.37643182154000
2011,MUS,1252404.00000000000,16561.7709831855000,16561.7709831855000,9197.02697152061000
2012,MUS,1255882.00000000000,17093.3209320904000,17421.1450178022000,9291.22761861899000
2013,MUS,1258653.00000000000,17628.8293745855000,18282.2280771971000,9637.00265000958000
2014,MUS,1260934.00000000000,18255.8699595142000,19290.6919260322000,10153.93821848670000
2015,MUS,1262605.00000000000,18879.4948538711000,20162.9966825227000,9260.44730250635000
2016,MUS,1263473.00000000000,19590.6092383390000,21151.2477704482000,9681.61856689674000
2017,MUS,1264613.00000000000,20319.4911077238000,22355.1905207207000,10484.90836204110000
2018,MUS,1265303.00000000000,21074.8130357421000,23750.9880399871000,11238.69039489610000
2006,MWI,12973699.00000000000,884.1513726210830,811.5953094064760,308.16347571141000
2007,MWI,13341806.00000000000,942.2938919880060,888.2018943369370,332.25914436163800
2008,MWI,13727890.00000000000,985.7569185978880,947.2435231448990,387.60597530546800
2009,MWI,14128155.00000000000,1037.5985131109200,1004.6607575484900,438.21204291687800
2010,MWI,14539612.00000000000,1077.5422440320800,1055.4939902078900,478.66858970452500
2011,MWI,14962112.00000000000,1097.9421351417600,1097.9421351417600,534.95126472166300
2012,MWI,15396005.00000000000,1087.1212068050000,1107.9705500715700,391.56183236063600
