country_code,year,metric_code,group,standard,score_wrt_immediate_duty,score_wrt_global_best,average_immediate_duty_wrt_global_best
AGO,2013,Food,Male,Core,57.34744641,54.87256143,95.68440247
AGO,2013,Health,All,Core,55.67619979,53.67156999,95.9432727
AGO,2013,Housing,All,Core,35.96607343,35.79918562,99.63068577
AGO,2013,SER_Average,All,Core,46.20363799,45.1445438,97.53978587
AGO,2013,Work,All,Core,41.18549486,41.18549486,100
AGO,2014,Education,All,Core,35.82898845,35.3963036,96.44056839
AGO,2014,Education,Female,Core,27.2438259,26.85770089,96.44056839
AGO,2014,Education,Male,Core,45.8354785,45.35551986,96.44056839
AGO,2014,Food,All,Core,62.36143339,59.67016492,95.68440247
AGO,2014,Food,Female,Core,67.21873037,64.31784051,95.68440247
AGO,2014,Food,Male,Core,57.34744641,54.87256143,95.68440247
AGO,2014,Health,All,Core,56.39526533,54.38934777,95.96917099
AGO,2014,Housing,All,Core,37.35046359,37.19306905,99.6610201
AGO,2014,SER_Average,All,Core,46.62432912,45.56687604,97.55103239
AGO,2014,Work,All,Core,41.18549486,41.18549486,100
AGO,2015,Education,All,Core,35.82898845,35.3963036,96.44056839
AGO,2015,Education,Female,Core,27.2438259,26.85770089,96.44056839
AGO,2015,Education,Male,Core,45.8354785,45.35551986,96.44056839
AGO,2015,Food,All,Core,62.36143339,59.67016492,95.68440247
AGO,2015,Food,Female,Core,67.21873037,64.31784051,95.68440247
AGO,2015,Food,Male,Core,57.34744641,54.87256143,95.68440247
AGO,2015,Health,All,Core,57.10056955,55.03420888,95.9154431
AGO,2015,Housing,All,Core,39.11752543,38.92554777,99.59802356
AGO,2015,SER_Average,All,Core,47.11880234,46.04234401,97.52768751
AGO,2015,Work,All,Core,41.18549486,41.18549486,100
AGO,2016,Education,All,Core,35.82898845,35.3963036,96.44056839
AGO,2016,Education,Female,Core,27.2438259,26.85770089,96.44056839
AGO,2016,Education,Male,Core,45.8354785,45.35551986,96.44056839
AGO,2016,Food,All,Core,49.06349427,47.07646177,95.95007952
AGO,2016,Food,Female,Core,67.21873037,64.31784051,95.68440247
AGO,2016,Food,Male,Core,57.34744641,54.87256143,95.68440247
AGO,2016,Health,All,Core,56.13513412,54.03752587,95.77104464
AGO,2016,Housing,All,Core,41.26300818,40.98739021,99.43956373
AGO,2016,SER_Average,All,Core,44.69522398,43.73663526,97.52025126
AGO,2016,Work,All,Core,41.18549486,41.18549486,100
AGO,2017,Education,All,Core,35.82898845,35.3963036,96.44056839
AGO,2017,Education,Female,Core,27.2438259,26.85770089,96.44056839
AGO,2017,Education,Male,Core,45.8354785,45.35551986,96.44056839
AGO,2017,Food,All,Core,49.06349427,47.07646177,95.95007952
AGO,2017,Food,Female,Core,67.21873037,64.31784051,95.68440247
AGO,2017,Food,Male,Core,57.34744641,54.87256143,95.68440247
AGO,2017,Health,All,Core,56.73661993,54.55736383,95.68973492
AGO,2017,Housing,All,Core,43.15897934,42.8268056,99.34276806
AGO,2017,SER_Average,All,Core,45.19471537,44.20848593,97.48463018
AGO,2017,Work,All,Core,41.18549486,41.18549486,100
AGO,2015,Food,All,HiY,35.05712873,31.95652174,91.15555922
AGO,2016,Food,All,HiY,35.05712873,31.95652174,91.15555922
AGO,2017,Food,All,HiY,35.05712873,31.95652174,91.15555922
ALB,2007,Education,All,Core,77.64487239,74.77167332,96.12551237
ALB,2007,Education,Female,Core,78.14861428,75.31672372,96.12551237
ALB,2007,Education,Male,Core,77.22380015,74.31040009,96.12551237
ALB,2007,Food,All,Core,64.82967664,62.96851574,97.12915288
ALB,2007,Food,Female,Core,69.76908176,67.76611809,97.12915288
ALB,2007,Food,Male,Core,60.81641036,59.0704642,97.12915288
ALB,2007,Health,All,Core,89.31931075,86.40490561,96.66751063
ALB,2007,Housing,All,Core,83.20619569,83.20619569,100
ALB,2007,SER_Average,All,Core,80.48010186,78.95034884,97.98443518
ALB,2007,Work,All,Core,87.40045385,87.40045385,100
ALB,2008,Education,All,Core,72.09923388,69.22603481,96.12551237
ALB,2008,Education,Female,Core,72.13703467,69.30514411,96.12551237
ALB,2008,Education,Male,Core,72.10023002,69.18682996,96.12551237
ALB,2008,Food,All,Core,64.82967664,62.96851574,97.12915288
ALB,2008,Food,Female,Core,69.76908176,67.76611809,97.12915288
ALB,2008,Food,Male,Core,60.81641036,59.0704642,97.12915288
ALB,2008,Health,All,Core,89.30451088,86.49675439,96.80015368
ALB,2008,Housing,All,Core,84.13282861,84.13282861,100
ALB,2008,SER_Average,All,Core,80.40542742,78.89700413,98.01096379
ALB,2008,Work,All,Core,91.6608871,91.6608871,100
ALB,2009,Education,All,Core,70.38472097,67.5115219,96.12551237
ALB,2009,Education,Female,Core,70.23004868,67.39815812,96.12551237
ALB,2009,Education,Male,Core,70.56097352,67.64757347,96.12551237
ALB,2009,Food,All,Core,69.84808603,68.8155922,98.52180084
ALB,2009,Food,Female,Core,69.39156317,68.36581766,98.52180084
ALB,2009,Food,Male,Core,70.30461063,69.26536846,98.52180084
ALB,2009,Health,All,Core,92.85488067,90.22594836,97.21137392
ALB,2009,Housing,All,Core,85.34461418,85.34461418,100
ALB,2009,SER_Average,All,Core,82.01863779,80.71171275,98.37173743
ALB,2009,Work,All,Core,91.6608871,91.6608871,100
ALB,2010,Education,All,Core,70.72943404,67.85623497,96.12551237
ALB,2010,Education,Female,Core,71.08512077,68.25323021,96.12551237
ALB,2010,Education,Male,Core,70.45937042,67.54597036,96.12551237
ALB,2010,Food,All,Core,69.84808603,68.8155922,98.52180084
ALB,2010,Food,Female,Core,69.39156317,68.36581766,98.52180084
ALB,2010,Food,Male,Core,70.30461063,69.26536846,98.52180084
ALB,2010,Health,All,Core,92.93038124,90.35029788,97.27356015
ALB,2010,Housing,All,Core,86.53373573,86.53373573,100
ALB,2010,SER_Average,All,Core,82.34050483,81.04334958,98.38417467
ALB,2010,Work,All,Core,91.6608871,91.6608871,100
ALB,2011,Education,All,Core,71.62245508,68.74925601,96.12551237
ALB,2011,Education,Female,Core,72.42161923,69.58972867,96.12551237
ALB,2011,Education,Male,Core,70.98416901,68.07076895,96.12551237
ALB,2011,Food,All,Core,69.84808603,68.8155922,98.52180084
ALB,2011,Food,Female,Core,69.39156317,68.36581766,98.52180084
ALB,2011,Food,Male,Core,70.30461063,69.26536846,98.52180084
ALB,2011,Health,All,Core,93.0261362,90.47701529,97.31400263
ALB,2011,Housing,All,Core,87.78546775,87.78546775,100
ALB,2011,SER_Average,All,Core,82.78860643,81.49764367,98.39226317
ALB,2011,Work,All,Core,91.6608871,91.6608871,100
ALB,2012,Food,All,Core,69.84808603,68.8155922,98.52180084
ALB,2012,Food,Female,Core,69.39156317,68.36581766,98.52180084
ALB,2012,Food,Male,Core,70.30461063,69.26536846,98.52180084
ALB,2012,Health,All,Core,93.13583491,90.60273187,97.33638018
ALB,2012,Housing,All,Core,89.07099746,89.07099746,100
ALB,2012,Work,All,Core,89.54013549,89.54013549,100
ALB,2013,Education,All,Core,83.58467582,82.04163699,98.23616556
ALB,2013,Education,Female,Core,86.0483609,84.49364506,98.23616556
ALB,2013,Education,Male,Core,81.47547819,79.94319305,98.23616556
ALB,2013,Food,All,Core,69.84808603,68.8155922,98.52180084
ALB,2013,Food,Female,Core,69.39156317,68.36581766,98.52180084
ALB,2013,Food,Male,Core,70.30461063,69.26536846,98.52180084
ALB,2013,Health,All,Core,93.27373597,90.75110635,97.35294852
ALB,2013,Housing,All,Core,90.31311304,90.31311304,100
ALB,2013,SER_Average,All,Core,85.31194927,84.29231681,98.82218298
ALB,2013,Work,All,Core,89.54013549,89.54013549,100
ALB,2014,Education,All,Core,86.72549076,85.19585774,98.28997118
ALB,2014,Education,Female,Core,86.76102806,85.22936506,98.28997118
ALB,2014,Education,Male,Core,82.70981085,81.18205305,98.28997118
ALB,2014,Food,All,Core,69.84808603,68.8155922,98.52180084
ALB,2014,Food,Female,Core,69.39156317,68.36581766,98.52180084
ALB,2014,Food,Male,Core,70.30461063,69.26536846,98.52180084
ALB,2014,Health,All,Core,93.39869425,90.89565197,97.38012692
ALB,2014,Housing,All,Core,91.39143066,91.39143066,100
ALB,2014,SER_Average,All,Core,86.18076744,85.16773361,98.83837979
ALB,2014,Work,All,Core,89.54013549,89.54013549,100
ALB,2015,Education,All,Core,87.57478406,86.08974584,98.35650407
ALB,2015,Education,Female,Core,87.38560472,85.89300506,98.35650407
ALB,2015,Education,Male,Core,83.00635712,81.52829305,98.35650407
ALB,2015,Food,All,Core,69.84808603,68.8155922,98.52180084
ALB,2015,Food,Female,Core,69.39156317,68.36581766,98.52180084
ALB,2015,Food,Male,Core,70.30461063,69.26536846,98.52180084
ALB,2015,Health,All,Core,93.47809212,91.00101337,97.41375081
ALB,2015,Housing,All,Core,91.29041677,91.29041677,100
ALB,2015,SER_Average,All,Core,86.34630289,85.34738074,98.85841114
ALB,2015,Work,All,Core,89.54013549,89.54013549,100
ALB,2016,Education,All,Core,86.75072627,85.36315792,98.4454069
ALB,2016,Education,Female,Core,87.0665236,85.66458506,98.4454069
ALB,2016,Education,Male,Core,82.24390197,80.86949805,98.4454069
ALB,2016,Food,All,Core,69.84808603,68.8155922,98.52180084
ALB,2016,Food,Female,Core,69.39156317,68.36581766,98.52180084
ALB,2016,Food,Male,Core,70.30461063,69.26536846,98.52180084
ALB,2016,Health,All,Core,93.53015014,91.08920452,97.45870869
ALB,2016,Housing,All,Core,91.14988719,91.14988719,100
ALB,2016,SER_Average,All,Core,86.16379703,85.19159547,98.88518329
ALB,2016,Work,All,Core,89.54013549,89.54013549,100
ALB,2017,Education,All,Core,88.53628517,87.23435713,98.54168938
ALB,2017,Education,Female,Core,87.53549889,86.20671006,98.54168938
ALB,2017,Education,Male,Core,81.84902736,80.57126305,98.54168938
ALB,2017,Food,All,Core,69.84808603,68.8155922,98.52180084
ALB,2017,Food,Female,Core,69.39156317,68.36581766,98.52180084
ALB,2017,Food,Male,Core,70.30461063,69.26536846,98.52180084
ALB,2017,Health,All,Core,93.57718959,91.17590693,97.5074357
ALB,2017,Housing,All,Core,90.98970001,90.98970001,100
ALB,2017,SER_Average,All,Core,86.49827926,85.55113835,98.91418518
ALB,2017,Work,All,Core,89.54013549,89.54013549,100
ALB,2007,Health,All,HiY,96.04360071,93.88890974,97.8107533
ALB,2008,Health,All,HiY,96.02880084,93.98075851,97.94339635
ALB,2009,Education,All,HiY,50.59730031,42.76166409,78.07029471
ALB,2009,Education,Female,HiY,52.70256036,43.96064616,78.07029471
ALB,2009,Education,Male,HiY,48.66129023,41.65917739,78.07029471
ALB,2009,Health,All,HiY,97.95797042,95.98720386,98.10266161
ALB,2009,PISA_Average,All,HiY,27.03772248,17.11284817,63.88956468
ALB,2009,PISA_Average,Female,HiY,32.31440959,20.49436232,63.88956468
ALB,2009,PISA_Average,Male,HiY,22.12812035,13.95069479,63.88956468
ALB,2010,Education,All,HiY,50.59730031,42.76166409,78.07029471
ALB,2010,Education,Female,HiY,52.70256036,43.96064616,78.07029471
ALB,2010,Education,Male,HiY,48.66129023,41.65917739,78.07029471
ALB,2010,Health,All,HiY,98.03347099,96.11155338,98.16484784
ALB,2010,PISA_Average,All,HiY,27.03772248,17.11284817,63.88956468
ALB,2010,PISA_Average,Female,HiY,32.31440959,20.49436232,63.88956468
ALB,2010,PISA_Average,Male,HiY,22.12812035,13.95069479,63.88956468
ALB,2011,Education,All,HiY,50.59730031,42.76166409,78.07029471
ALB,2011,Education,Female,HiY,52.70256036,43.96064616,78.07029471
ALB,2011,Education,Male,HiY,48.66129023,41.65917739,78.07029471
ALB,2011,Health,All,HiY,98.12922595,96.23827078,98.20529031
ALB,2011,PISA_Average,All,HiY,27.03772248,17.11284817,63.88956468
ALB,2011,PISA_Average,Female,HiY,32.31440959,20.49436232,63.88956468
ALB,2011,PISA_Average,Male,HiY,22.12812035,13.95069479,63.88956468
ALB,2012,Health,All,HiY,98.23892466,96.36398736,98.22766786
ALB,2012,PISA_Average,All,HiY,33.40309375,22.4972371,67.40670591
ALB,2012,PISA_Average,Female,HiY,35.27424159,23.79578921,67.40670591
ALB,2012,PISA_Average,Male,HiY,32.58470829,21.99789652,67.40670591
ALB,2013,Education,All,HiY,60.44258071,53.44661355,81.93951852
ALB,2013,Education,Female,HiY,61.70916664,54.4152246,81.93951852
ALB,2013,Education,Male,HiY,59.72854928,52.90285826,81.93951852
ALB,2013,Health,All,HiY,98.37682572,96.51236185,98.2442362
ALB,2013,PISA_Average,All,HiY,33.40309375,22.4972371,67.40670591
ALB,2013,PISA_Average,Female,HiY,35.27424159,23.79578921,67.40670591
ALB,2013,PISA_Average,Male,HiY,32.58470829,21.99789652,67.40670591
ALB,2014,Education,All,HiY,61.4269049,54.44434355,81.99332413
ALB,2014,Education,Female,HiY,62.42183379,55.1509446,81.99332413
ALB,2014,Education,Male,HiY,60.96288194,54.14171826,81.99332413
ALB,2014,Health,All,HiY,98.501784,96.65690747,98.2714146
ALB,2014,PISA_Average,All,HiY,33.40309375,22.4972371,67.40670591
ALB,2014,PISA_Average,Female,HiY,35.27424159,23.79578921,67.40670591
ALB,2014,PISA_Average,Male,HiY,32.58470829,21.99789652,67.40670591
ALB,2015,Education,All,HiY,61.88079509,54.94282855,82.05985702
ALB,2015,Education,Female,HiY,63.04641045,55.8145846,82.05985702
ALB,2015,Education,Male,HiY,61.25942821,54.48795826,82.05985702
ALB,2015,Food,All,HiY,63.39954743,60.10869565,94.809345
ALB,2015,Health,All,HiY,98.58118187,96.76226886,98.3050385
ALB,2015,PISA_Average,All,HiY,33.40309375,22.4972371,67.40670591
ALB,2015,PISA_Average,Female,HiY,35.27424159,23.79578921,67.40670591
ALB,2015,PISA_Average,Male,HiY,32.58470829,21.99789652,67.40670591
ALB,2016,Education,All,HiY,61.32957022,54.48907355,82.14875985
ALB,2016,Education,Female,HiY,62.72732934,55.5861646,82.14875985
ALB,2016,Education,Male,HiY,60.49697306,53.82916326,82.14875985
ALB,2016,Food,All,HiY,62.93439218,59.7826087,94.99195373
ALB,2016,Health,All,HiY,98.63323989,96.85046001,98.34999638
ALB,2016,PISA_Average,All,HiY,33.40309375,22.4972371,67.40670591
ALB,2016,PISA_Average,Female,HiY,35.27424159,23.79578921,67.40670591
ALB,2016,PISA_Average,Male,HiY,32.58470829,21.99789652,67.40670591
ALB,2017,Education,All,HiY,61.33977491,54.58491855,82.24504234
ALB,2017,Education,Female,HiY,63.19630462,56.1282896,82.24504234
ALB,2017,Education,Male,HiY,60.10209845,53.53092826,82.24504234
ALB,2017,Food,All,HiY,63.26083126,60.2173913,95.18906107
ALB,2017,Health,All,HiY,98.68027934,96.93716243,98.39872339
ALB,2017,PISA_Average,All,HiY,33.40309375,22.4972371,67.40670591
ALB,2017,PISA_Average,Female,HiY,35.27424159,23.79578921,67.40670591
ALB,2017,PISA_Average,Male,HiY,32.58470829,21.99789652,67.40670591
ARE,2007,Education,All,Core,43.23403464,43.23403464,100
ARE,2007,Education,Female,Core,46.67672952,46.67672952,100
ARE,2007,Education,Male,Core,40.27635702,40.27635702,100
ARE,2007,Housing,All,Core,84.13797533,84.13797533,100
ARE,2008,Education,All,Core,43.23403464,43.23403464,100
ARE,2008,Education,Female,Core,46.67672952,46.67672952,100
ARE,2008,Education,Male,Core,40.27635702,40.27635702,100
ARE,2008,Housing,All,Core,85.76784752,85.76784752,100
ARE,2009,Housing,All,Core,87.63416393,87.63416393,100
ARE,2010,Housing,All,Core,88.82729779,88.82729779,100
ARE,2011,Housing,All,Core,89.59351239,89.59351239,100
ARE,2012,Housing,All,Core,90.38427073,90.38427073,100
ARE,2013,Housing,All,Core,91.11788571,91.11788571,100
ARE,2014,Housing,All,Core,91.90811556,91.90811556,100
ARE,2015,Housing,All,Core,92.72937363,92.72937363,100
ARE,2016,Education,All,Core,74.66713425,74.66713425,100
ARE,2016,Education,Female,Core,59.78503457,59.78503457,100
ARE,2016,Education,Male,Core,58.02880953,58.02880953,100
ARE,2016,Housing,All,Core,93.67941981,93.67941981,100
ARE,2017,Education,All,Core,78.81221373,78.81221373,100
ARE,2017,Education,Female,Core,62.9810126,62.9810126,100
ARE,2017,Education,Male,Core,63.06536061,63.06536061,100
ARE,2017,Housing,All,Core,94.73613194,94.73613194,100
ARE,2009,Health,All,HiY,90.05585677,89.37442933,99.69016247
ARE,2010,Health,All,HiY,90.41066984,89.70904028,99.67421829
ARE,2011,Health,All,HiY,90.51938302,89.82280981,99.67998937
ARE,2012,Health,All,HiY,90.62935292,89.93797118,99.68581415
ARE,2012,PISA_Average,All,HiY,38.30914563,36.24965206,94.91107742
ARE,2012,PISA_Average,Female,HiY,43.77941969,41.45587959,94.91107742
ARE,2012,PISA_Average,Male,HiY,32.71772737,30.92789421,94.91107742
ARE,2013,Health,All,HiY,90.63211551,89.95252299,99.696712
ARE,2013,PISA_Average,All,HiY,38.30914563,36.24965206,94.91107742
ARE,2013,PISA_Average,Female,HiY,43.77941969,41.45587959,94.91107742
ARE,2013,PISA_Average,Male,HiY,32.71772737,30.92789421,94.91107742
ARE,2014,Health,All,HiY,90.6463403,89.97739597,99.70644655
ARE,2014,PISA_Average,All,HiY,38.30914563,36.24965206,94.91107742
ARE,2014,PISA_Average,Female,HiY,43.77941969,41.45587959,94.91107742
ARE,2014,PISA_Average,Male,HiY,32.71772737,30.92789421,94.91107742
ARE,2015,Health,All,HiY,90.65188868,89.99459062,99.71678718
ARE,2015,PISA_Average,All,HiY,33.45933295,31.78366089,95.53584615
ARE,2015,PISA_Average,Female,HiY,37.11064911,35.27399292,95.53584615
